[10/05/22 13:08:43:3880288] [INFO   ]: Logging started
[10/05/22 13:08:43:4340451] [INFO   ]: Starting Spooler receive
[10/05/22 13:08:43:5763567] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:43:5783920] [INFO   ]: Spooler requested update
[10/05/22 13:08:43:6580780] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:43:6626424] [INFO   ]: Spooler requested update
[10/05/22 13:08:43:8227028] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:43:8236668] [INFO   ]: Spooler requested update
[10/05/22 13:08:43:9089111] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:43:9095259] [INFO   ]: Spooler requested update
[10/05/22 13:08:43:9833191] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:43:9843387] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:0789640] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:0797890] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:1705194] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:1713276] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:2702223] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:2716784] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:4239558] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:4246852] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:5213166] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:5229769] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:6116127] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:6126511] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:7125952] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:7145327] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:8247120] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:8262257] [INFO   ]: Spooler requested update
[10/05/22 13:08:44:9435962] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:44:9457764] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:1127202] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:45:1189224] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:3245844] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:45:3264764] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:4880094] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:45:4899414] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:6065929] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:45:6098858] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:7879157] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:08:45:7921262] [INFO   ]: Spooler requested update
[10/05/22 13:08:45:9169705] [DEBUG  ]: Recieving packet from Spooler of len 2
