[09/05/22 16:12:11:0168697] [INFO   ]: Logging started
[09/05/22 16:12:11:0289334] [INFO   ]: Starting Spooler receive
[09/05/22 16:12:11:1518449] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:1522137] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:2243772] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:2245830] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3026736] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3030815] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3800540] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3802574] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:4572378] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:4574418] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:5353055] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:5355108] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6115014] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6117060] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6884308] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6886340] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:7652253] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:7654130] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:8451245] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:8453143] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9202684] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9205093] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9973598] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9975271] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:0755075] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:0757061] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:1589814] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:1612094] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:2381995] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:2392717] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:3294507] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:3353218] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:4217851] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:4231296] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:4997466] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:5008504] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:5915379] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:5930260] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:6737143] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:6744352] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:7663604] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:7671468] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:8569185] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:8576055] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:9340848] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:9348284] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:0246892] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:0254213] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:1022584] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:1036441] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:1808243] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:1815179] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:2602386] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:2609790] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:3353561] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:3360712] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:4132345] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:4139911] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:5100842] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:5108232] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:5979298] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:5986661] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:6909189] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:6922943] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:7902228] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:13:7912430] [INFO   ]: Spooler requested update
[09/05/22 16:12:13:8777693] [DEBUG  ]: Recieving packet from Spooler of len 2
