[09/05/22 16:12:10:6429508] [INFO   ]: Logging started
[09/05/22 16:12:10:6548655] [INFO   ]: Starting Spooler receive
[09/05/22 16:12:11:1436283] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:1439689] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:2227198] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:2229160] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3012947] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3014929] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3786705] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3788673] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:4557334] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:4559445] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:5338424] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:5340539] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6101215] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6103242] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6870148] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6872019] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:7638583] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:7640536] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:8437976] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:8439779] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9187716] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9189953] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9960891] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9962821] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:0740394] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:0742358] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:1542516] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:1550490] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:2316995] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:2325155] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:3249569] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:3256484] [INFO   ]: Spooler requested update
