[10/05/22 13:00:39:3917557] [INFO   ]: Logging started
[10/05/22 13:00:39:4280394] [INFO   ]: Starting Spooler receive
[10/05/22 13:00:40:9426120] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:40:9440740] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:0596059] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:0606263] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:1817282] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:1914358] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:2980294] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:3013208] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:3967502] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:4049375] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:4910488] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:4921141] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:5959992] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:5983220] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:7183496] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:7216964] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:8405353] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:8424346] [INFO   ]: Spooler requested update
[10/05/22 13:00:41:9311416] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:41:9337036] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:0411678] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:0450685] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:3139929] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:3165216] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:4085577] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:4093852] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:5078541] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:5204629] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:6643602] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:6713611] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:8159994] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:8370247] [INFO   ]: Spooler requested update
[10/05/22 13:00:42:9802679] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:42:9922125] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:1388546] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:1410552] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:2872268] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:2906086] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:4296632] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:4372410] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:5906391] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:6049999] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:7708214] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:7768966] [INFO   ]: Spooler requested update
[10/05/22 13:00:43:9477864] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:43:9548884] [INFO   ]: Spooler requested update
[10/05/22 13:00:44:1557517] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:44:1622925] [INFO   ]: Spooler requested update
[10/05/22 13:00:44:3110256] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:44:3173684] [INFO   ]: Spooler requested update
[10/05/22 13:00:44:4774700] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:44:4850732] [INFO   ]: Spooler requested update
[10/05/22 13:00:44:6484355] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/22 13:00:44:6559485] [INFO   ]: Spooler requested update
[10/05/22 13:00:44:8927239] [DEBUG  ]: Recieving packet from Spooler of len 2
[10/05/2
