[09/05/22 16:12:10:8303398] [INFO   ]: Logging started
[09/05/22 16:12:10:8413377] [INFO   ]: Starting Spooler receive
[09/05/22 16:12:11:1477767] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:1481194] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:2235142] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:2237310] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3020072] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3021936] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:3793671] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:3795543] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:4564839] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:4566873] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:5345808] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:5347837] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6107817] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6109685] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:6876854] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:6878980] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:7645326] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:7647223] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:8444632] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:8446485] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9195530] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9197475] [INFO   ]: Spooler requested update
[09/05/22 16:12:11:9967461] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:11:9969224] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:0747777] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 16:12:12:0749760] [INFO   ]: Spooler requested update
[09/05/22 16:12:12:1566742] [DEBUG  ]: Recieving packet from Spooler of len 2
