[09/05/22 15:32:55:1802277] [INFO   ]: Logging started
[09/05/22 15:32:55:1932358] [INFO   ]: Starting Spooler receive
[09/05/22 15:32:56:1336103] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:1339819] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:3291908] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:3293942] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:5125464] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:5128373] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:6806005] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:6808275] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:8513831] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:8516027] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:0209887] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:0212284] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:1893581] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:1895639] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:3613545] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:3615851] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:5316018] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:5318162] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:7004850] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:7006816] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:8776764] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:8779078] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:0655990] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:0658155] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:2525256] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:2537774] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:4813557] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:4820767] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:8072171] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:8116444] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:0473642] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:0481169] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:2709988] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:2717618] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:5818852] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:5828208] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:8285160] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:8296270] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:0562811] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:0571607] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:2693199] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:2700888] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:4869874] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:4877075] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:7060066] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:7067187] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:9442522] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:9455134] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:1843636] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:1855370] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:4219528] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:4227029] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:6541815] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:6554685] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:8827525] [DEBUG  ]: Recieving packet from Spooler of len 2
