[09/05/22 15:32:50:7958444] [INFO   ]: Logging started
[09/05/22 15:32:50:8076548] [INFO   ]: Starting Spooler receive
[09/05/22 15:32:56:0458634] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:0462108] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:3099803] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:3102884] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:4948165] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:4950361] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:6649512] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:6651607] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:8353138] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:8355599] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:0054333] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:0056311] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:1741479] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:1743599] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:3453126] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:3455355] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:5161144] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:5163417] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:6856959] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:6858888] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:8620722] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:8622877] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:0490530] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:0492655] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:2354081] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:2356290] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:4224416] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:4234692] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:6557926] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:6568703] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:9890770] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:9897917] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:2073523] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:2080865] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:4421205] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:4428420] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:7586154] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:7595671] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:9968411] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:9975478] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:2124058] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:2131206] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:4297253] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:4304317] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:6463081] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:6470859] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:8760733] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:8774268] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:1115749] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:1123023] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:3628316] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:3636623] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:5935352] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:5944783] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:8245549] [DEBUG  ]: Recieving packet from Spooler of len 2
