[09/05/22 15:32:51:0139344] [INFO   ]: Logging started
[09/05/22 15:32:51:0277137] [INFO   ]: Starting Spooler receive
[09/05/22 15:32:56:0503191] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:0511565] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:3111062] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:3113828] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:4956175] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:4958509] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:6656965] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:6659897] [INFO   ]: Spooler requested update
[09/05/22 15:32:56:8361015] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:56:8363282] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:0061533] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:0063922] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:1748642] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:1750776] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:3460931] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:3463050] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:5168644] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:5170960] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:6864095] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:6866224] [INFO   ]: Spooler requested update
[09/05/22 15:32:57:8628175] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:57:8630384] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:0498308] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:0500572] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:2361824] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:2364175] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:4252746] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:4260528] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:6589361] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:6599305] [INFO   ]: Spooler requested update
[09/05/22 15:32:58:9913499] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:58:9921360] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:2096937] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:2104518] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:4444909] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:4461752] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:7612038] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:7624849] [INFO   ]: Spooler requested update
[09/05/22 15:32:59:9992389] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:32:59:9999460] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:2146408] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:2153652] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:4324068] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:4331190] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:6488020] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:6495150] [INFO   ]: Spooler requested update
[09/05/22 15:33:00:8797628] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:00:8805488] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:1139957] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:1147355] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:3652265] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:3667458] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:5963567] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:5972568] [INFO   ]: Spooler requested update
[09/05/22 15:33:01:8268637] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:01:8275802] [INFO   ]: Spooler requested update
[09/05/22 15:33:02:0443858] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:02:0451154] [INFO   ]: Spooler requested update
[09/05/22 15:33:02:2777326] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:02:2786333] [INFO   ]: Spooler requested update
[09/05/22 15:33:02:5257631] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:02:5267906] [INFO   ]: Spooler requested update
[09/05/22 15:33:02:7565389] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:02:7576987] [INFO   ]: Spooler requested update
[09/05/22 15:33:02:9894054] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:02:9902785] [INFO   ]: Spooler requested update
[09/05/22 15:33:03:2217368] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:03:2224627] [INFO   ]: Spooler requested update
[09/05/22 15:33:03:4564626] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:03:4573135] [INFO   ]: Spooler requested update
[09/05/22 15:33:03:6878948] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:03:6887901] [INFO   ]: Spooler requested update
[09/05/22 15:33:03:9268183] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:03:9278810] [INFO   ]: Spooler requested update
[09/05/22 15:33:04:1747783] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:04:1757365] [INFO   ]: Spooler requested update
[09/05/22 15:33:04:4379230] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:04:4394616] [INFO   ]: Spooler requested update
[09/05/22 15:33:04:6959384] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:04:6966735] [INFO   ]: Spooler requested update
[09/05/22 15:33:04:9885725] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:04:9893405] [INFO   ]: Spooler requested update
[09/05/22 15:33:05:2210222] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:05:2219179] [INFO   ]: Spooler requested update
[09/05/22 15:33:05:4544448] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:05:4551704] [INFO   ]: Spooler requested update
[09/05/22 15:33:05:6855856] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:05:6863160] [INFO   ]: Spooler requested update
[09/05/22 15:33:05:9170433] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:05:9177549] [INFO   ]: Spooler requested update
[09/05/22 15:33:06:1497396] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:06:1505305] [INFO   ]: Spooler requested update
[09/05/22 15:33:06:3808034] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:06:3816055] [INFO   ]: Spooler requested update
[09/05/22 15:33:06:6198254] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:06:6205395] [INFO   ]: Spooler requested update
[09/05/22 15:33:06:8622639] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:06:8631160] [INFO   ]: Spooler requested update
[09/05/22 15:33:07:0926425] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:07:0934108] [INFO   ]: Spooler requested update
[09/05/22 15:33:07:3407042] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:07:3419209] [INFO   ]: Spooler requested update
[09/05/22 15:33:07:5785085] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:07:5795071] [INFO   ]: Spooler requested update
[09/05/22 15:33:07:8209516] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:07:8220999] [INFO   ]: Spooler requested update
[09/05/22 15:33:08:0524863] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:08:0532593] [INFO   ]: Spooler requested update
[09/05/22 15:33:08:2858827] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:08:2871560] [INFO   ]: Spooler requested update
[09/05/22 15:33:08:5152991] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:08:5160804] [INFO   ]: Spooler requested update
[09/05/22 15:33:08:7458380] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:08:7465512] [INFO   ]: Spooler requested update
[09/05/22 15:33:08:9805227] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:08:9816300] [INFO   ]: Spooler requested update
[09/05/22 15:33:09:2128477] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:09:2136226] [INFO   ]: Spooler requested update
[09/05/22 15:33:09:4943824] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:09:4951764] [INFO   ]: Spooler requested update
[09/05/22 15:33:09:7401071] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:09:7411980] [INFO   ]: Spooler requested update
[09/05/22 15:33:09:9674442] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:09:9681401] [INFO   ]: Spooler requested update
[09/05/22 15:33:10:1996156] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:10:2003191] [INFO   ]: Spooler requested update
[09/05/22 15:33:10:4324430] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:10:4331617] [INFO   ]: Spooler requested update
[09/05/22 15:33:10:6666179] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:10:6676698] [INFO   ]: Spooler requested update
[09/05/22 15:33:10:8984443] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:10:8996576] [INFO   ]: Spooler requested update
[09/05/22 15:33:11:1449226] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:11:1461127] [INFO   ]: Spooler requested update
[09/05/22 15:33:11:4215394] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:11:4222305] [INFO   ]: Spooler requested update
[09/05/22 15:33:11:6381449] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:11:6388826] [INFO   ]: Spooler requested update
[09/05/22 15:33:11:8549220] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:11:8556910] [INFO   ]: Spooler requested update
[09/05/22 15:33:12:0877363] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:12:0884466] [INFO   ]: Spooler requested update
[09/05/22 15:33:12:3038908] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:12:3046450] [INFO   ]: Spooler requested update
[09/05/22 15:33:12:5207718] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:12:5215204] [INFO   ]: Spooler requested update
[09/05/22 15:33:12:7379434] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:12:7388272] [INFO   ]: Spooler requested update
[09/05/22 15:33:12:9543906] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:12:9551382] [INFO   ]: Spooler requested update
[09/05/22 15:33:13:1867396] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:13:1874525] [INFO   ]: Spooler requested update
[09/05/22 15:33:13:4030257] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:13:4037273] [INFO   ]: Spooler requested update
[09/05/22 15:33:13:6198758] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:13:6205929] [INFO   ]: Spooler requested update
[09/05/22 15:33:13:8369857] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:13:8378704] [INFO   ]: Spooler requested update
[09/05/22 15:33:14:0541425] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:14:0552741] [INFO   ]: Spooler requested update
[09/05/22 15:33:14:2712469] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:14:2720009] [INFO   ]: Spooler requested update
[09/05/22 15:33:14:4920749] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:14:4936264] [INFO   ]: Spooler requested update
[09/05/22 15:33:14:7336017] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:14:7343391] [INFO   ]: Spooler requested update
[09/05/22 15:33:14:9683281] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:33:14:9694707] [INFO   ]: Spooler requested update
[09/05/22 15:33:15:2027846] [DEBUG  ]: Recieving packet from Spooler of
