[09/05/22 15:38:06:1567838] [INFO   ]: Logging started
[09/05/22 15:38:06:1675117] [INFO   ]: Starting Spooler receive
[09/05/22 15:38:06:2819215] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:06:2822716] [INFO   ]: Spooler requested update
[09/05/22 15:38:06:7980421] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:06:7982289] [INFO   ]: Spooler requested update
[09/05/22 15:38:07:3106377] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:07:3108479] [INFO   ]: Spooler requested update
[09/05/22 15:38:07:8218561] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:07:8221006] [INFO   ]: Spooler requested update
[09/05/22 15:38:08:3322551] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:08:3324560] [INFO   ]: Spooler requested update
[09/05/22 15:38:08:8559384] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:08:8561443] [INFO   ]: Spooler requested update
[09/05/22 15:38:09:3662897] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:09:3665337] [INFO   ]: Spooler requested update
[09/05/22 15:38:09:8758019] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:09:8760056] [INFO   ]: Spooler requested update
[09/05/22 15:38:10:4009259] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:10:4011500] [INFO   ]: Spooler requested update
[09/05/22 15:38:10:9110410] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:10:9112609] [INFO   ]: Spooler requested update
[09/05/22 15:38:11:4216405] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:11:4218369] [INFO   ]: Spooler requested update
[09/05/22 15:38:11:9317875] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:11:9319953] [INFO   ]: Spooler requested update
[09/05/22 15:38:12:4415854] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:12:4417784] [INFO   ]: Spooler requested update
[09/05/22 15:38:12:9539753] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:12:9546867] [INFO   ]: Spooler requested update
[09/05/22 15:38:13:4806978] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:13:4815050] [INFO   ]: Spooler requested update
[09/05/22 15:38:14:0060271] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:14:0066983] [INFO   ]: Spooler requested update
[09/05/22 15:38:14:5319949] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:14:5332374] [INFO   ]: Spooler requested update
[09/05/22 15:38:15:0569669] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:15:0576210] [INFO   ]: Spooler requested update
[09/05/22 15:38:15:5820240] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:15:5826631] [INFO   ]: Spooler requested update
[09/05/22 15:38:16:1085861] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:16:1092154] [INFO   ]: Spooler requested update
[09/05/22 15:38:16:6353975] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:16:6360478] [INFO   ]: Spooler requested update
[09/05/22 15:38:17:1613398] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:17:1619754] [INFO   ]: Spooler requested update
[09/05/22 15:38:17:6869905] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:17:6876375] [INFO   ]: Spooler requested update
[09/05/22 15:38:18:2144241] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:18:2151011] [INFO   ]: Spooler requested update
[09/05/22 15:38:18:7393497] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:18:7400490] [INFO   ]: Spooler requested update
[09/05/22 15:38:19:2662717] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:19:2669849] [INFO   ]: Spooler requested update
[09/05/22 15:38:19:7911695] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:19:7918366] [INFO   ]: Spooler requested update
[09/05/22 15:38:20:3176180] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:20:3182740] [INFO   ]: Spooler requested update
[09/05/22 15:38:20:8425247] [DEBUG  ]: Recieving packet from Spooler of len 2
