[09/05/22 15:38:06:2574788] [INFO   ]: Logging started
[09/05/22 15:38:06:2683133] [INFO   ]: Starting Spooler receive
[09/05/22 15:38:06:2837996] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:06:2841115] [INFO   ]: Spooler requested update
[09/05/22 15:38:06:7984170] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:06:7987194] [INFO   ]: Spooler requested update
[09/05/22 15:38:07:3110390] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:07:3112924] [INFO   ]: Spooler requested update
[09/05/22 15:38:07:8222898] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:07:8226071] [INFO   ]: Spooler requested update
[09/05/22 15:38:08:3326230] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:08:3328640] [INFO   ]: Spooler requested update
[09/05/22 15:38:08:8563011] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:08:8565498] [INFO   ]: Spooler requested update
[09/05/22 15:38:09:3666849] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:09:3669156] [INFO   ]: Spooler requested update
[09/05/22 15:38:09:8761873] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:09:8764715] [INFO   ]: Spooler requested update
[09/05/22 15:38:10:4013061] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:10:4015521] [INFO   ]: Spooler requested update
[09/05/22 15:38:10:9114116] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:10:9116511] [INFO   ]: Spooler requested update
[09/05/22 15:38:11:4219900] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:11:4222269] [INFO   ]: Spooler requested update
[09/05/22 15:38:11:9321528] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:11:9323725] [INFO   ]: Spooler requested update
[09/05/22 15:38:12:4419262] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:12:4421551] [INFO   ]: Spooler requested update
[09/05/22 15:38:12:9550882] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:12:9558063] [INFO   ]: Spooler requested update
[09/05/22 15:38:13:4819250] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:13:4826144] [INFO   ]: Spooler requested update
[09/05/22 15:38:14:0071485] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:14:0078137] [INFO   ]: Spooler requested update
[09/05/22 15:38:14:5336464] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:14:5342875] [INFO   ]: Spooler requested update
[09/05/22 15:38:15:0580228] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:15:0592514] [INFO   ]: Spooler requested update
[09/05/22 15:38:15:5830552] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:15:5837307] [INFO   ]: Spooler requested update
[09/05/22 15:38:16:1096134] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:16:1102626] [INFO   ]: Spooler requested update
[09/05/22 15:38:16:6364544] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:16:6370898] [INFO   ]: Spooler requested update
[09/05/22 15:38:17:1644895] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:17:1652087] [INFO   ]: Spooler requested update
[09/05/22 15:38:17:6881511] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:17:6887891] [INFO   ]: Spooler requested update
[09/05/22 15:38:18:2155097] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:18:2161784] [INFO   ]: Spooler requested update
[09/05/22 15:38:18:7415616] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:18:7422307] [INFO   ]: Spooler requested update
[09/05/22 15:38:19:2711402] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:19:2718097] [INFO   ]: Spooler requested update
[09/05/22 15:38:19:7922899] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 15:38:19:7929352] [INFO   ]: Spooler requested update
