[09/05/22 14:33:40:6322339] [INFO   ]: Logging started
[09/05/22 14:33:40:6769254] [INFO   ]: Starting Spooler receive
[09/05/22 14:33:50:3878565] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:50:3892389] [INFO   ]: Spooler requested update
[09/05/22 14:33:50:9742375] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:50:9754799] [INFO   ]: Spooler requested update
[09/05/22 14:33:51:5650587] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:51:5664285] [INFO   ]: Spooler requested update
[09/05/22 14:33:51:9315886] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:51:9324718] [INFO   ]: Spooler requested update
[09/05/22 14:33:52:3663392] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:52:3677145] [INFO   ]: Spooler requested update
[09/05/22 14:33:52:8566574] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:52:8581283] [INFO   ]: Spooler requested update
[09/05/22 14:33:53:3536497] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:53:3550065] [INFO   ]: Spooler requested update
[09/05/22 14:33:54:2670469] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:54:2678345] [INFO   ]: Spooler requested update
[09/05/22 14:33:54:7927389] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:54:7936548] [INFO   ]: Spooler requested update
[09/05/22 14:33:55:2858345] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:55:2878555] [INFO   ]: Spooler requested update
[09/05/22 14:33:55:7675163] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:55:7679771] [INFO   ]: Spooler requested update
[09/05/22 14:33:56:2584298] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:56:2588728] [INFO   ]: Spooler requested update
[09/05/22 14:33:56:7398602] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:56:7405076] [INFO   ]: Spooler requested update
[09/05/22 14:33:57:4970223] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:57:5011522] [INFO   ]: Spooler requested update
[09/05/22 14:33:59:0679898] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:59:1096939] [INFO   ]: Spooler requested update
[09/05/22 14:34:00:4623844] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:00:4643744] [INFO   ]: Spooler requested update
[09/05/22 14:34:01:4736034] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:01:4820064] [INFO   ]: Spooler requested update
[09/05/22 14:34:02:3692013] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:02:3717895] [INFO   ]: Spooler requested update
[09/05/22 14:34:03:1070497] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:03:1187399] [INFO   ]: Spooler requested update
[09/05/22 14:34:04:0023207] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:04:0057713] [INFO   ]: Spooler requested update
[09/05/22 14:34:04:9159410] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:04:9193548] [INFO   ]: Spooler requested update
[09/05/22 14:34:05:7314615] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:05:7386872] [INFO   ]: Spooler requested update
[09/05/22 14:34:06:7188141] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:06:7319224] [INFO   ]: Spooler requested update
[09/05/22 14:34:07:8024739] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:07:8123963] [INFO   ]: Spooler requested update
[09/05/22 14:34:08:7729635] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:08:7828083] [INFO   ]: Spooler requested update
[09/05/22 14:34:09:7696996] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:09:7766424] [INFO   ]: Spooler requested update
[09/05/22 14:34:10:6898391] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:10:6959415] [INFO   ]: Spooler requested update
[09/05/22 14:34:11:7110088] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/2
