[09/05/22 14:33:35:1630244] [INFO   ]: Logging started
[09/05/22 14:33:35:2166881] [INFO   ]: Starting Spooler receive
[09/05/22 14:33:50:1946093] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:50:1970781] [INFO   ]: Spooler requested update
[09/05/22 14:33:50:9308174] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:50:9354322] [INFO   ]: Spooler requested update
[09/05/22 14:33:51:5322797] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:51:5341460] [INFO   ]: Spooler requested update
[09/05/22 14:33:51:9184966] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:51:9189735] [INFO   ]: Spooler requested update
[09/05/22 14:33:52:3344626] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:52:3369261] [INFO   ]: Spooler requested update
[09/05/22 14:33:52:8241323] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:52:8255066] [INFO   ]: Spooler requested update
[09/05/22 14:33:53:3129027] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:53:3174142] [INFO   ]: Spooler requested update
[09/05/22 14:33:54:1938208] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:54:1944418] [INFO   ]: Spooler requested update
[09/05/22 14:33:54:7588900] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:54:7595819] [INFO   ]: Spooler requested update
[09/05/22 14:33:55:2576466] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:55:2581180] [INFO   ]: Spooler requested update
[09/05/22 14:33:55:7449192] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:55:7479631] [INFO   ]: Spooler requested update
[09/05/22 14:33:56:2398962] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:56:2405804] [INFO   ]: Spooler requested update
[09/05/22 14:33:56:7203771] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:56:7221245] [INFO   ]: Spooler requested update
[09/05/22 14:33:57:3813665] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:57:3839723] [INFO   ]: Spooler requested update
[09/05/22 14:33:58:5811493] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:33:58:6158100] [INFO   ]: Spooler requested update
[09/05/22 14:34:00:3340681] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:00:3368700] [INFO   ]: Spooler requested update
[09/05/22 14:34:01:3006520] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:01:3097967] [INFO   ]: Spooler requested update
[09/05/22 14:34:02:2487452] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:02:2530144] [INFO   ]: Spooler requested update
[09/05/22 14:34:02:9873624] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:02:9905494] [INFO   ]: Spooler requested update
[09/05/22 14:34:03:8710033] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:03:8743906] [INFO   ]: Spooler requested update
[09/05/22 14:34:04:7588036] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:04:7629372] [INFO   ]: Spooler requested update
[09/05/22 14:34:05:6031698] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:05:6057271] [INFO   ]: Spooler requested update
[09/05/22 14:34:06:5648265] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:06:5707295] [INFO   ]: Spooler requested update
[09/05/22 14:34:07:6554179] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:07:6676868] [INFO   ]: Spooler requested update
[09/05/22 14:34:08:6239427] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:08:6300118] [INFO   ]: Spooler requested update
[09/05/22 14:34:09:6151041] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:09:6209897] [INFO   ]: Spooler requested update
[09/05/22 14:34:10:5469072] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/22 14:34:10:5508047] [INFO   ]: Spooler requested update
[09/05/22 14:34:11:5734965] [DEBUG  ]: Recieving packet from Spooler of len 2
[09/05/2
